■ 2026 청춘girl Go! - 바운스발리볼 대회 전체 결과
내보낸 시각,2026. 6. 29. 오전 8:55:09

■ 예선 - A조 순위
순위,팀,경기,승,무,패,승점,세트득실,득실차,비고
1,삼화초A(A1),3,2,1,0,7,4,20,
2,서귀포초A(A3),3,2,0,1,6,2,13,
3,제주동초(A2),3,1,0,2,3,-2,-2,
4,삼화초B(A4),3,0,1,2,1,-4,-31,

■ 예선 - A조 경기결과
팀A,팀B,세트결과(A:B),결과
삼화초A(A1),제주동초(A2),10:6 / 10:5,삼화초A(A1) 승
서귀포초A(A3),삼화초B(A4),10:2 / 10:0,서귀포초A(A3) 승
삼화초A(A1),서귀포초A(A3),10:3 / 10:5,삼화초A(A1) 승
삼화초B(A4),제주동초(A2),4:10 / 2:10,제주동초(A2) 승
삼화초A(A1),삼화초B(A4),7:10 / 10:8,무승부
제주동초(A2),서귀포초A(A3),8:10 / 5:10,서귀포초A(A3) 승

■ 예선 - B조 순위
순위,팀,경기,승,무,패,승점,세트득실,득실차,비고
1,추자초(B2),3,1,2,0,5,2,7,
2,서귀포초B(B1),3,0,3,0,3,0,8,
3,외도초B(B4),3,0,3,0,3,0,-6,
4,외도초A(B3),3,0,2,1,2,-2,-9,

■ 예선 - B조 경기결과
팀A,팀B,세트결과(A:B),결과
서귀포초B(B1),외도초B(B4),6:10 / 10:6,무승부
추자초(B2),외도초A(B3),12:10 / 10:3,추자초(B2) 승
서귀포초B(B1),추자초(B2),5:10 / 10:1,무승부
외도초A(B3),외도초B(B4),10:4 / 10:12,무승부
서귀포초B(B1),외도초A(B3),10:4 / 8:10,무승부
외도초B(B4),추자초(B2),10:8 / 6:10,무승부

■ 예선 - C조 순위
순위,팀,경기,승,무,패,승점,세트득실,득실차,비고
1,이도초A(C2),2,1,1,0,4,2,11,
2,이도초B(C3),2,0,2,0,2,0,3,
3,신산초(C1),2,0,1,1,1,-2,-14,

■ 예선 - C조 경기결과
팀A,팀B,세트결과(A:B),결과
신산초(C1),이도초A(C2),4:10 / 2:10,이도초A(C2) 승
신산초(C1),이도초B(C3),14:12 / 8:10,무승부
이도초A(C2),이도초B(C3),10:7 / 4:10,무승부

■ 본선 토너먼트 결과
라운드,팀A,팀B,세트결과(A:B),승자
6강,삼화초A(A1),,,삼화초A(A1)
6강,이도초B(C3),서귀포초B(B1),6:10 / 3:10,서귀포초B(B1)
6강,추자초(B2),,,추자초(B2)
6강,이도초A(C2),서귀포초A(A3),3:10 / 6:10,서귀포초A(A3)
준결승,삼화초A(A1),서귀포초B(B1),,
준결승,추자초(B2),서귀포초A(A3),,
결승,,,,
